freq	lex	sub
-652.96550769	-539.800764362	-709.185841766
-644.439940032	-588.029591992	-708.263545529
-817.150342689	-583.16254083	-739.576778262
-844.040704241	-608.689793444	-752.503220354
-722.913831632	-526.838977018	-671.016459777
-713.017668888	-521.918262539	-649.310336866
-737.240700604	-589.023271539	-733.486284013
-710.216487839	-519.29829283	-717.50630358
-744.811342603	-585.831005033	-734.942174751
-726.553309975	-558.654905056	-718.22047664
-733.264754054	-550.908334464	-672.594460149
-785.900692753	-558.525058239	-717.635982144
-750.455419108	-543.865155855	-697.409166583
-723.914121436	-515.426912391	-720.623571653
-693.264036552	-508.721401221	-653.76719505
-768.71438188	-545.802212022	-689.001866601
-628.499747514	-547.054085239	-715.609518031
-778.09010464	-539.934397642	-671.731801379
-794.877602825	-547.710731454	-703.468378329
-747.768451591	-590.465152373	-720.189234052
-827.376519468	-556.795599566	-710.709159488
-724.587680187	-560.136175407	-722.445630873
-687.646992442	-557.332231077	-675.288386523
-783.629927323	-535.215159452	-687.702572053
-896.219846291	-570.110357097	-736.98320936
-735.323580564	-559.748652552	-738.263735454
-713.73237001	-526.083239379	-666.753589001
-708.870731301	-539.609774851	-687.701744826
-766.947332913	-531.286103575	-696.136777572
-725.091223039	-554.041431974	-735.388192538
-712.843323283	-545.10164494	-709.083999156
-722.077316937	-553.700161475	-726.354510228
-714.347257714	-566.456435586	-693.290844792
-718.714455063	-532.500364628	-685.19775375
-714.708867774	-532.614447882	-710.628332121
-739.875818083	-513.376782499	-711.796800191
-748.418494222	-578.574027198	-706.221761743
-683.836693599	-540.884107458	-700.158410533
